"id","vote_code","name","active","created_by","created_timestamp","updated_by","updated_timestamp","district_id"
"9af3fec3-2c8d-48ea-b979-f6f112f95c3b","587","ZOMBO DISTRICT",True,"admin","2022-08-11 05:25:29.717557+03","admin","2022-08-11 05:25:29.717557+03","55c4a132-92b1-4fc3-b82b-97fbd05bd655"
"9b38aed1-02a7-471d-abdb-289d73ff5a59","622","BUNYANGABU",True,"admin","2022-08-11 05:08:52.32813+03","admin","2022-08-11 05:08:52.32813+03","09c634e4-ed16-4ccf-93a8-08631e53a0fb"
"9d37c8d3-7dac-40aa-8030-2c5a394b3da2","552","SIRONKO DISTRICT",True,"admin","2022-08-11 04:07:20.994349+03","admin","2022-08-11 04:07:20.994349+03","ea9f3d20-1a0e-4b5b-8dd2-a0e6bb20dd38"
"9df80005-5fe2-4f4b-bd9c-71d6d70f398d","578","BUKEDEA DISTRICT",True,"admin","2022-08-11 04:44:22.036074+03","admin","2022-08-11 04:44:22.036074+03","d034c687-8dfd-4a30-99dc-3557927e5ff3"
"9f7c1804-c45e-41ad-8b95-d3bb6078eb31","521","KASESE",True,"admin","2022-08-11 05:11:25.887005+03","admin","2022-08-11 05:11:25.887005+03","6dcce35e-37c4-477e-96e7-358f1b5a2a57"
"a41bca59-c025-4dc2-b61c-0a51a6296224","793","APAC MUNICIPAL COUNCIL",True,"admin","2022-08-11 04:30:43.267254+03","admin","2022-08-11 04:30:43.267254+03","dbe94afb-a9f0-41b4-b265-03afe42b48fe"
"a6581d57-7b67-4568-9810-eeb2bc6edce8","797","KOTIDO MUNICIPAL COUNCIL",True,"admin","2022-08-11 04:11:32.278294+03","admin","2022-08-11 04:11:32.278294+03","7911333b-facb-415c-b363-1e660c915047"
"a683c2ef-4bb3-4cf1-96b8-a5f5a8670e7c","605","KIBUKU DISTRICT",True,"admin","2022-08-10 13:35:49.134265+03","admin","2022-08-10 13:35:49.134265+03","461e8f3b-d0f1-4940-bfa4-c4f0d26459e2"
"a6e33788-656e-4f49-b3db-4698c49f1166","508","GULU DISTRICT",True,"admin","2022-08-10 10:56:04.877574+03","admin","2022-08-10 10:56:04.877574+03","b10194ed-9c81-4f35-8b20-e4aeb104c50f"
"a88f10f7-4be1-4302-baf1-af55c1024174","548","PALLISA DISTRICT",True,"admin","2022-08-10 13:36:31.439803+03","admin","2022-08-10 13:36:31.439803+03","cf32ccd7-9d0c-4b60-9b01-d5c5c8e9c283"
"a8abde39-7b5a-4a44-9a41-84299cfa41e1","539","MOYO DISTRICT",True,"admin","2022-08-11 05:19:55.479633+03","admin","2022-08-11 05:19:55.479633+03","0c48e5fc-2388-4462-a75d-7f80c99f6890"
